0002555BBE359440D6CEB34B699D3932,524.0,1989.0,122.0,17.0,9149.0
0008B3E338CE8C3377E071A4D80D3694,414.0,1296.0,82.0,16.0,6148.0
000A4EBF1CEB9C6BD9978D4362493C6E,273.0,762.0,57.0,14.0,4044.0
000B8D660A329BBDBF888500E4BD8B98,627.0,1654.0,118.0,15.0,8554.0
000C15EFBDF58CAED528C09E597484EC,385.0,1051.0,68.0,16.0,5678.0
00117D7CCD47D125E77163A7AC2C66EB,418.0,1171.0,85.0,14.0,6349.0
0011B1575B9F5398BBC0F27EA560D631,427.0,1011.0,71.0,15.0,5259.0
0012175D1505490267F025EAD9416CDD,95.0,227.0,19.0,12.0,1297.0
0012703023AC1788D34F6694908900FC,377.0,1295.0,91.0,15.0,6613.0
001755823155165E769E3CDFC7EAB87F,117.0,273.0,22.0,13.0,1459.0
00184958F5D5FD0A9EC0B115C5B55796,487.0,1067.0,89.0,13.0,5763.0
001916B0A5713FF05D936EFF82EEBA02,86.0,291.0,19.0,16.0,1457.0
001B5364A9CAEC8250250BC05E28693D,491.0,1059.0,93.0,12.0,5961.0
001B589A8CE9336B13431595AC15B718,240.0,592.0,44.0,14.0,3242.0
001C8AAB90AEE49F36FCAA7B4136C81A,478.0,1800.0,84.0,22.0,7814.0
001EEDEA00E57988EF5213BCDD0D6B7C,318.0,830.0,67.0,13.0,4387.0
0022A86EEFEE75C5224C53AE81339793,547.0,1634.0,119.0,14.0,8341.0
0023CF49F98E4F04AFF553B958952227,162.0,421.0,29.0,15.0,2167.0
0023F3BF32C268EAFDF2C82CB3CECF8E,431.0,1248.0,90.0,15.0,6224.0
0025133AD810DBE80D35FCA8BF0BCA1F,556.0,1521.0,100.0,16.0,7440.0
002C093A2CB9FD40C8C54AB5D158FC47,477.0,1193.0,101.0,12.0,6386.0
002D30B52456EC2B4D25365A2C5BDB49,347.0,905.0,67.0,14.0,4547.0
002FE84F0EA642650A650C2BE875DDD3,448.0,1223.0,99.0,13.0,6423.0
0031E634F79DA0E6B01239A8017F5928,234.0,495.0,39.0,13.0,2902.0
003238F3E0623D554E28DB105C6B9A78,377.0,1024.0,78.0,14.0,6712.0
00360896E0AB8AEAE9A4B5915CA65CBD,606.0,1627.0,116.0,15.0,8464.0
00374328FBA75FBFCA7522671250F573,468.0,1555.0,90.0,18.0,7404.0
0037DB88DC94749B92165F084ED56379,201.0,513.0,44.0,12.0,2760.0
003A4E7151035D313A6778DE13A2F326,247.0,538.0,35.0,16.0,2677.0
003C68DFE1EBE120556D011948C78829,511.0,2236.0,109.0,21.0,10472.0
003FF52A9651094CC28AE83F3BCE3E5E,514.0,1499.0,102.0,15.0,7532.0
00447A6197DBB329FBF764139ACA6EC4,153.0,1620.0,67.0,25.0,5812.0
0046F1E91AA13DEDE4F6EE775C6293AB,371.0,1398.0,91.0,16.0,6475.0
00486F5C8B21F0BB4128910CDBFDEA76,481.0,1555.0,92.0,18.0,7347.0
004B01C34C9C43A30A4D83C4DCCE7AF9,157.0,403.0,28.0,15.0,2336.0
004E21AE71DAD36F00EEF508F811D886,198.0,465.0,30.0,16.0,2158.0
005195D23A99D318120C96A782F67DA6,783.0,2112.0,135.0,16.0,10357.0
00567B1CBFD51DDFAC73359B09238922,392.0,899.0,79.0,12.0,5001.0
0057CCB5BA8D29E343B3D6D275AB22D3,650.0,179.0,111.0,2.0,8908.0
005B569A24426D53BF6F04AE149B7FA5,328.0,955.0,63.0,16.0,4830.0
